,Shapiro_val,Shapiro_p,Skewness,Kurtosis,AIC,BIC,SMSE,MSLL,marker
bankssts_lh_cf_alpha,0.9582072106634892,7.033891977073768e-14,-0.3174429630832234,-0.1578676023993082,[2093.12242406],[2278.40249067],0.9822200528867376,0.0036059616058569,bankssts_lh_cf_alpha
bankssts_rh_cf_alpha,0.988546655617518,9.476318403633014e-06,0.1006035028466197,-0.3556749419855238,[1991.878798],[2177.99336395],0.9604937012514436,0.1962320789881052,bankssts_rh_cf_alpha
caudalanteriorcingulate_lh_cf_alpha,0.988827630527085,2.539382439266289e-06,-0.1276771444611029,0.1135424148650265,[2489.3104434],[2681.13866624],0.9778058818755774,-0.0015993978510529,caudalanteriorcingulate_lh_cf_alpha
caudalanteriorcingulate_rh_cf_alpha,0.9885304654532016,1.936981863398903e-06,-0.1190291277035612,0.1272525384040155,[2467.36107747],[2659.05474088],0.9788577584787128,0.0013996755076059,caudalanteriorcingulate_rh_cf_alpha
caudalmiddlefrontal_lh_cf_alpha,0.944932535102092,7.451150434210651e-17,-0.4521808470700336,0.044479325500887,[2233.07727287],[2421.25386647],0.9895402274002724,0.0035055763727809,caudalmiddlefrontal_lh_cf_alpha
caudalmiddlefrontal_rh_cf_alpha,0.950224433625399,1.7218381105401385e-15,-0.2404339017891655,0.1104611883053192,[2125.92391571],[2311.9868833],0.9754600244817432,0.0029148477927204,caudalmiddlefrontal_rh_cf_alpha
cuneus_lh_cf_alpha,0.994237250617002,0.0009020847142745,0.0021231096734448,-0.2633191822107412,[2230.58422902],[2425.63474016],0.9209680422301152,0.8570717032329432,cuneus_lh_cf_alpha
cuneus_rh_cf_alpha,0.9947501951794976,0.0020491327512956,-0.0207791857300266,-0.2108252187331634,[2237.53028959],[2432.249321],0.9269216758717688,1.0978182450896874,cuneus_rh_cf_alpha
entorhinal_lh_cf_alpha,0.9520516834699196,1.2132552401829658e-15,-0.3336872539811905,0.3599378187928401,[2264.15442567],[2452.33096387],0.9833323277502288,0.0078059991929108,entorhinal_lh_cf_alpha
entorhinal_rh_cf_alpha,0.9779184515376536,9.090532714359391e-10,-0.2158421789371274,-0.1585474965487296,[2159.57083649],[2347.74738978],0.9238893083973688,-0.0942440863594339,entorhinal_rh_cf_alpha
frontalpole_lh_cf_alpha,0.9672504297671664,2.3317118579742857e-10,0.0208288672611526,-0.4488566580223776,[1610.49278557],[1786.63571235],0.9648433509335844,-0.0318248973434335,frontalpole_lh_cf_alpha
frontalpole_rh_cf_alpha,0.9764649912805344,1.0451503999751893e-08,-0.0555447956737892,-0.2892605817498026,[1789.17667931],[1968.1939879],0.9738032281303788,-0.0005431589612933,frontalpole_rh_cf_alpha
fusiform_lh_cf_alpha,0.9895829104205146,9.42254718096805e-06,0.1389660399775262,-0.2801856720855995,[2191.9976753],[2381.99489427],0.9512515497455684,0.193830159608815,fusiform_lh_cf_alpha
fusiform_rh_cf_alpha,0.9927220629742978,0.0003945784750593,0.0968553837472476,-0.3051964066303974,[2156.33348549],[2345.66959892],0.9526766442935428,0.2085910957223038,fusiform_rh_cf_alpha
inferiorparietal_lh_cf_alpha,0.9888822464386056,5.105702325970928e-06,0.118101287736594,-0.2884042226856302,[2180.52802583],[2370.10147643],0.9686831012997617,0.3621834592202786,inferiorparietal_lh_cf_alpha
inferiorparietal_rh_cf_alpha,0.9898458412840369,1.0474367085978288e-05,0.083431852649174,-0.376810830103198,[2124.12269306],[2314.77036685],0.9773095528316674,1.095998827227301,inferiorparietal_rh_cf_alpha
inferiortemporal_lh_cf_alpha,0.9911551687810066,8.571345510788837e-05,0.0905625022917088,-0.2466007479736434,[2114.66694618],[2302.69611171],0.9681144109598264,0.1009898155235758,inferiortemporal_lh_cf_alpha
inferiortemporal_rh_cf_alpha,0.9535517056826563,1.8104381768855967e-15,-0.5251177156514926,-0.079153108437584,[2241.8722964],[2430.48767236],0.9718964768617554,-0.0145501992260285,inferiortemporal_rh_cf_alpha
insula_lh_cf_alpha,0.959082352906296,3.2759781468875255e-14,-0.3945423944737408,-0.072084144159759,[2182.22386051],[2369.90725269],0.960355672176588,-0.0540988282871347,insula_lh_cf_alpha
insula_rh_cf_alpha,0.9865335495158484,6.578850573056892e-07,0.1053042751731463,-0.1927527849415833,[2182.40048761],[2371.20932854],0.9736474453741916,0.0434518636689491,insula_rh_cf_alpha
isthmuscingulate_lh_cf_alpha,0.9944034595819856,0.0008727962915036,0.024845091006798,-0.2644700959330075,[2398.14266316],[2594.57262266],0.9413786929501,0.678480726823221,isthmuscingulate_lh_cf_alpha
isthmuscingulate_rh_cf_alpha,0.9937861421612648,0.0003592875195869,0.0413645823576954,-0.2730716481894939,[2379.22731276],[2575.53759089],0.938175149986308,0.8359447974945015,isthmuscingulate_rh_cf_alpha
lateraloccipital_lh_cf_alpha,0.9931283912031496,0.0004672564518261,0.040182832501354,-0.3264135317469381,[2169.96767014],[2360.8908998],0.9210571538305756,0.2347849478152462,lateraloccipital_lh_cf_alpha
lateraloccipital_rh_cf_alpha,0.9929906631479304,0.0002755113294532,-0.0137822168308888,-0.3522539830499314,[2244.45924331],[2436.99701834],0.930642301117268,0.4534237980206816,lateraloccipital_rh_cf_alpha
lateralorbitofrontal_lh_cf_alpha,0.9670752724150388,1.701489091328265e-12,-0.306487226512661,-0.2213327745666919,[2153.68502365],[2341.31873288],0.95595988526368,-0.0301543765582432,lateralorbitofrontal_lh_cf_alpha
lateralorbitofrontal_rh_cf_alpha,0.9900886758554514,2.2397927566660463e-05,0.0796606355988265,0.0472452400171139,[2205.49605395],[2394.25662403],0.9494193490880724,-0.0368608536950728,lateralorbitofrontal_rh_cf_alpha
lingual_lh_cf_alpha,0.9924396384506302,0.0001175704409624,0.0235153240419357,-0.381942652637131,[2249.30096449],[2442.44943125],0.9141667135353422,0.4773393919741441,lingual_lh_cf_alpha
lingual_rh_cf_alpha,0.9931189586887262,0.000296098916315,-0.0361085669488266,-0.3108976368455995,[2276.07796047],[2469.05282213],0.9455932400914888,0.6560317807713573,lingual_rh_cf_alpha
medialorbitofrontal_lh_cf_alpha,0.9731584611054568,3.0574563378013917e-10,-0.1978968142724032,0.1948322777743412,[1991.00066782],[2174.28163218],0.9676532885308878,-0.008208921161822,medialorbitofrontal_lh_cf_alpha
medialorbitofrontal_rh_cf_alpha,0.9706791339003052,8.138472441710463e-11,-0.2267971389437218,-0.4326366892885542,[1936.24473943],[2119.35919129],0.9727082898830284,-0.0131160927310578,medialorbitofrontal_rh_cf_alpha
middletemporal_lh_cf_alpha,0.9803990294374498,1.0346163488939829e-08,-0.1234917862602221,-0.2664312825678379,[2063.32866732],[2249.64911989],0.9408771191183442,-0.0842287733822541,middletemporal_lh_cf_alpha
middletemporal_rh_cf_alpha,0.987437276611056,2.255831441788633e-06,0.1294978597035841,-0.1946111028692496,[2098.35060319],[2285.83494778],0.9609131775977046,0.0804139104870389,middletemporal_rh_cf_alpha
paracentral_lh_cf_alpha,0.992424013110994,7.613177929644645e-05,0.0683308918758854,-0.2716339900052711,[2248.87988089],[2443.76497292],0.988140909291676,1.0017380614888662,paracentral_lh_cf_alpha
paracentral_rh_cf_alpha,0.9937256424537982,0.0004287480702439,0.1440100797618782,-0.1737517792355323,[2294.46839261],[2489.56018276],0.9805909416625452,1.009510158779097,paracentral_rh_cf_alpha
parahippocampal_lh_cf_alpha,0.9901762033710568,1.3795383445920114e-05,0.1178666661820877,-0.2540616452684943,[2236.25195836],[2427.22096159],0.9691950032954388,0.2085518760274325,parahippocampal_lh_cf_alpha
parahippocampal_rh_cf_alpha,0.9931615550385032,0.0005477725564403,0.1067999325467131,-0.2593782400423094,[2204.92498771],[2395.29517866],0.9548019527236574,0.2243724920689193,parahippocampal_rh_cf_alpha
parsopercularis_lh_cf_alpha,0.9592445007540792,5.3016352443808e-13,-0.2284222153803405,-0.4865803307720564,[1892.10091261],[2074.02966751],0.9898563941161372,-0.0005650489587853,parsopercularis_lh_cf_alpha
parsopercularis_rh_cf_alpha,0.962711596067847,1.3031330276956522e-12,-0.1625844802747999,-0.2965308065599537,[1981.0956572],[2164.48722513],0.9819485120419374,0.0024278013511443,parsopercularis_rh_cf_alpha
parsorbitalis_lh_cf_alpha,0.9678700948764422,1.4908732091438556e-11,-0.1840007695801829,-0.0974666240929211,[1968.33610502],[2151.94817724],0.962562591625404,-0.0184138498730683,parsorbitalis_lh_cf_alpha
parsorbitalis_rh_cf_alpha,0.9668503601850744,1.020243158658351e-11,-0.2975645650364907,-0.5168928871110876,[1933.21052988],[2116.49147394],0.9685956543139772,-0.0188794379608525,parsorbitalis_rh_cf_alpha
parstriangularis_lh_cf_alpha,0.9667552074756164,1.6479922915113144e-11,-0.0862794449027186,-0.2708269347135865,[1912.5864889],[2094.62967049],0.9776098825519288,-0.0016741093370126,parstriangularis_lh_cf_alpha
parstriangularis_rh_cf_alpha,0.9715753566092568,2.0451251039120487e-10,-0.0496208527984064,-0.3820792832887427,[1872.54516586],[2054.58837449],0.9609917016175334,-0.0241484710369191,parstriangularis_rh_cf_alpha
pericalcarine_lh_cf_alpha,0.9946419337902328,0.0020944098102454,-0.0451650003778184,-0.3302115324348644,[2264.54333435],[2458.29336803],0.9202949351334268,0.5577973242799179,pericalcarine_lh_cf_alpha
pericalcarine_rh_cf_alpha,0.9930293801217608,0.0001990524010377,-0.0468762616706591,-0.3038164965264993,[2258.96608102],[2453.18237637],0.945120802645912,0.9989135172452904,pericalcarine_rh_cf_alpha
postcentral_lh_cf_alpha,0.985085009139246,5.5032183028212704e-08,0.2086819829214925,-0.1254896830431664,[2175.07010953],[2367.47581425],1.016974717712385,1.308889787694577,postcentral_lh_cf_alpha
postcentral_rh_cf_alpha,0.9913107078299572,3.95193591297659e-05,0.1752642807622434,-0.1198951355276025,[2142.60656584],[2334.52425078],1.0081416198084203,1.2517272981476706,postcentral_rh_cf_alpha
posteriorcingulate_lh_cf_alpha,0.9831253074696088,3.3471686899768942e-09,0.2474922858968329,0.0467500425221101,[2520.86139615],[2716.2409445],0.9994821048142842,0.382575158954391,posteriorcingulate_lh_cf_alpha
posteriorcingulate_rh_cf_alpha,0.9872948221747084,2.0328491536820312e-07,0.178893952579196,-0.1391005692307256,[2379.1452133],[2574.03034959],0.9911260988499928,0.6277175680756205,posteriorcingulate_rh_cf_alpha
precentral_lh_cf_alpha,0.9895071565562208,3.0399015886570788e-06,0.1150102844579507,-0.3094375100816044,[2192.52760918],[2386.27762018],1.0099595749276888,1.4156381121808073,precentral_lh_cf_alpha
precentral_rh_cf_alpha,0.9916029934217276,2.8586526455989023e-05,0.1481872688406782,-0.166143607435611,[2271.51285016],[2466.10667711],0.9947688665190478,1.0729601787509724,precentral_rh_cf_alpha
precuneus_lh_cf_alpha,0.996821629075818,0.0425194816635355,0.0374823421543964,-0.156103000375734,[2274.31329495],[2470.62349017],0.9244142236370474,0.4518222139686734,precuneus_lh_cf_alpha
precuneus_rh_cf_alpha,0.9960731137760488,0.0125072732625569,-0.021501057885856,-0.2622792580768696,[2283.82436386],[2480.05452931],0.9201766042860592,0.7633545480132924,precuneus_rh_cf_alpha
rostralanteriorcingulate_lh_cf_alpha,0.9810908860962668,1.8753830120417763e-08,-0.1435802436589772,-0.4417346016155457,[2073.46717843],[2259.53011699],0.9642982570166748,-0.0234180943738508,rostralanteriorcingulate_lh_cf_alpha
rostralanteriorcingulate_rh_cf_alpha,0.9722322778124528,7.377630047150471e-11,-0.1165997019033004,0.1126819682193516,[2083.85362336],[2269.34391524],0.9550893473382628,-0.0173838223734619,rostralanteriorcingulate_rh_cf_alpha
rostralmiddlefrontal_lh_cf_alpha,0.9734843301852408,6.671856229427306e-10,0.0889632838114083,-0.1542129111138956,[1923.06194139],[2104.81842006],0.9764578344280552,-0.0156178315939371,rostralmiddlefrontal_lh_cf_alpha
rostralmiddlefrontal_rh_cf_alpha,0.9751323479010222,1.0680662333518206e-09,0.060613489442396,-0.2482964316422706,[1996.02244854],[2179.08121817],0.9818418098183592,-9.642626264205971e-05,rostralmiddlefrontal_rh_cf_alpha
superiorfrontal_lh_cf_alpha,0.9731962735592048,2.2193716608646128e-11,-0.1594720810652453,0.2615167162661773,[2340.97082105],[2530.73317462],0.978681050101756,-0.0007456128477292,superiorfrontal_lh_cf_alpha
superiorfrontal_rh_cf_alpha,0.9845685438391576,1.4930761865199897e-07,-0.0401360916955329,-0.0034765331751311,[2256.30723089],[2444.33651209],0.9759716482607113,-0.0022610182994452,superiorfrontal_rh_cf_alpha
superiorparietal_lh_cf_alpha,0.9947279382987512,0.0016567424568246,0.0736969422721516,-0.1807082235799475,[2317.05355224],[2512.71861835],0.9491450081122784,0.7215811678577307,superiorparietal_lh_cf_alpha
superiorparietal_rh_cf_alpha,0.996288799642256,0.0185428553032233,0.0050634545087457,-0.1212568639794642,[2263.34573724],[2459.29424387],0.9355185638794368,0.7831103152464768,superiorparietal_rh_cf_alpha
superiortemporal_lh_cf_alpha,0.951240739917954,4.1468822722554e-15,-0.498350292600464,-0.2346339259096379,[2049.9319312],[2235.05362375],0.9763486728847762,-0.0066953672028208,superiortemporal_lh_cf_alpha
superiortemporal_rh_cf_alpha,0.9528749368153572,6.303263923541615e-15,-0.5856905531110115,-0.149535382997509,[2067.86439207],[2253.45931479],0.9758460898492998,-0.0143906754076917,superiortemporal_rh_cf_alpha
supramarginal_lh_cf_alpha,0.98640758065061,2.0828041087690654e-07,0.1409531269192893,-0.3426187301982857,[2141.34835743],[2333.44420302],1.006202153218118,1.3230756233742205,supramarginal_lh_cf_alpha
supramarginal_rh_cf_alpha,0.9896846590827566,1.442727962941712e-05,0.1844109209122172,-0.1234931200024465,[1991.06497839],[2179.87374174],0.9986905024800689,1.18653537842619,supramarginal_rh_cf_alpha
temporalpole_lh_cf_alpha,0.9563844818948668,1.3185887604058576e-14,-0.4183586753983587,-0.1535379596645447,[2154.18382139],[2341.26716232],0.9739871338549996,-0.0062072627103448,temporalpole_lh_cf_alpha
temporalpole_rh_cf_alpha,0.9640409065333172,4.2070309236080043e-13,-0.2542690067794516,0.1197865655248198,[2202.05613711],[2389.34043424],0.972359287408216,-0.0010512026498734,temporalpole_rh_cf_alpha
transversetemporal_lh_cf_alpha,0.9796160663721902,1.3061063205803725e-08,-0.2105457067395711,-0.6463860591898909,[1096231.15219318],[1096419.30689534],3.4161156436915228,4.851244837960393,transversetemporal_lh_cf_alpha
transversetemporal_rh_cf_alpha,0.957194359531118,4.293523787594263e-14,-0.4337186737024738,-0.0851324186399451,[2090.94324777],[2276.32859308],0.9813575598716664,0.0004252316572265,transversetemporal_rh_cf_alpha
bankssts_lh_knee_cf_alpha,0.9657876471256076,1.4992525023595214e-13,-0.0834465989546756,-0.2795333411534475,[2405.57513524],[2596.99864482],0.976494140130131,-0.0008490018487679,bankssts_lh_knee_cf_alpha
bankssts_rh_knee_cf_alpha,0.9568483334430392,1.3513505705246665e-15,-0.3914424297258057,-0.472690100239078,[2383.47066764],[2575.47751315],0.9641247257638342,-0.0254646276930943,bankssts_rh_knee_cf_alpha
caudalanteriorcingulate_lh_knee_cf_alpha,0.9901953068144106,4.765453344545134e-06,-0.0236798704210405,0.2096573251337417,[2688.68871266],[2883.61529698],0.9702155689848322,-0.0169576404362189,caudalanteriorcingulate_lh_knee_cf_alpha
caudalanteriorcingulate_rh_knee_cf_alpha,0.989531112517707,2.5062857265018185e-06,-0.0994954648605403,0.0884653115075768,[2682.50425514],[2877.01455354],0.9829708735104408,0.0012017301826357,caudalanteriorcingulate_rh_knee_cf_alpha
caudalmiddlefrontal_lh_knee_cf_alpha,0.9547080700634007,3.6328671311619694e-16,-0.2521934150585195,0.010782747729257,[2503.26260534],[2695.93201893],0.9921147475031884,0.0110756347415348,caudalmiddlefrontal_lh_knee_cf_alpha
caudalmiddlefrontal_rh_knee_cf_alpha,0.9681427626440224,6.044440044746862e-13,-0.1532703364293446,0.2857931272405656,[2432.54267205],[2623.73964519],0.9770261195668852,0.0062466122489737,caudalmiddlefrontal_rh_knee_cf_alpha
cuneus_lh_knee_cf_alpha,0.9924524129729536,5.104902882373299e-05,0.0423318313943189,-0.3010058809230145,[2363.52946164],[2560.19805422],0.9326200598704044,0.7568902898859728,cuneus_lh_knee_cf_alpha
cuneus_rh_knee_cf_alpha,0.9945514058004548,0.0010831422120018,0.0110393724802389,-0.3093219156011764,[2399.55035437],[2596.0203577],0.921149569495784,0.7014856612212225,cuneus_rh_knee_cf_alpha
entorhinal_lh_knee_cf_alpha,0.970290343303922,6.132360669421861e-13,-0.0750788824378629,-0.2214689020861642,[2522.24377606],[2716.12153415],0.9643957882486291,-0.0127429598460535,entorhinal_lh_knee_cf_alpha
entorhinal_rh_knee_cf_alpha,0.9786297135445704,1.4218127770799648e-10,-0.1425522670060048,-0.157334657701615,[2523.71729401],[2717.89144754],0.9460130764862016,-0.0316945141815088,entorhinal_rh_knee_cf_alpha
frontalpole_lh_knee_cf_alpha,0.970192613040404,8.819711995387206e-11,0.0988292941447173,-0.4240726412056408,[1914.72706935],[2096.99821238],0.979858951858883,-0.0201413244496439,frontalpole_lh_knee_cf_alpha
frontalpole_rh_knee_cf_alpha,0.978884272305064,2.5319048916083034e-09,0.109887399284389,-0.2699309186661667,[2156.13287188],[2343.36710212],0.9638146451091244,-0.028909251222719,frontalpole_rh_knee_cf_alpha
fusiform_lh_knee_cf_alpha,0.9660177931202352,3.6401240005877537e-14,-0.1924677905832212,0.0830962545949116,[2571.2033193],[2765.83896642],0.9511613400337762,-0.0247882262797344,fusiform_lh_knee_cf_alpha
fusiform_rh_knee_cf_alpha,0.9935571037134084,0.0003633574278332,0.1040464309526998,-0.1527869708877194,[2559.54990028],[2754.31044809],0.9371666996477483,-0.0198574598528969,fusiform_rh_knee_cf_alpha
inferiorparietal_lh_knee_cf_alpha,0.986447603927993,8.21860000404783e-08,0.1344360971138047,-0.2395889370145369,[2555.09905508],[2750.14963245],0.9540036359902568,0.0192332526057617,inferiorparietal_lh_knee_cf_alpha
inferiorparietal_rh_knee_cf_alpha,0.9894103784226153,1.961034692905148e-06,0.173917068789988,-0.2194283746359824,[2500.84000053],[2695.72511965],0.9733402325747578,0.4009365782418619,inferiorparietal_rh_knee_cf_alpha
inferiortemporal_lh_knee_cf_alpha,0.96954288021323,5.8390123817778e-13,-0.2019650056916795,-0.1800049916900881,[2441.96627306],[2634.98470186],0.9545147061687508,-0.0351557898168411,inferiortemporal_lh_knee_cf_alpha
inferiortemporal_rh_knee_cf_alpha,0.9770297641826236,5.7663291748067854e-11,-0.2748264529303497,-0.1942526454982398,[2489.23871949],[2682.77497862],0.9452961816499572,-0.0349287148768867,inferiortemporal_rh_knee_cf_alpha
insula_lh_knee_cf_alpha,0.9683910784677086,2.8755159016686213e-13,-0.3254084366966812,-0.3971740280072096,[2447.41360724],[2640.51878495],0.956131575486279,-0.0282715124153119,insula_lh_knee_cf_alpha
insula_rh_knee_cf_alpha,0.9672178649585792,1.449869926134033e-13,-0.454590251691196,-0.2869424643524674,[2470.08233343],[2663.23084865],0.968339092310106,-0.020896816932613,insula_rh_knee_cf_alpha
isthmuscingulate_lh_knee_cf_alpha,0.9935412884771953,0.0002093828454655,0.075143069394945,-0.2446159652305022,[2459.76474409],[2656.90629812],0.9379296327666728,0.5895595938993601,isthmuscingulate_lh_knee_cf_alpha
isthmuscingulate_rh_knee_cf_alpha,0.9911079682514924,8.30896564548797e-06,0.0463090829383481,-0.3391913708908101,[2435.45978519],[2632.36550511],0.9594952195511582,0.9827009397680454,isthmuscingulate_rh_knee_cf_alpha
lateraloccipital_lh_knee_cf_alpha,0.9935491086706464,0.000375963211776,0.0370959590041011,-0.3264566883762985,[2401.86272855],[2596.41494376],0.9003832551759143,0.0098441786052299,lateraloccipital_lh_knee_cf_alpha
lateraloccipital_rh_knee_cf_alpha,0.9919297381576728,3.293537008420076e-05,-0.0390464449199161,-0.3945274081099135,[2403.71248063],[2599.37760718],0.9014555265185632,0.3664516570491017,lateraloccipital_rh_knee_cf_alpha
lateralorbitofrontal_lh_knee_cf_alpha,0.980465550035933,9.903578262743588e-10,-0.1311814733406517,-0.0023991445625624,[2440.80261111],[2633.60328808],0.9412132331663196,-0.0397901611839702,lateralorbitofrontal_lh_knee_cf_alpha
lateralorbitofrontal_rh_knee_cf_alpha,0.975542330549128,2.2069341798050664e-11,-0.1351622796788544,0.24231241752525,[2519.42495845],[2712.78939349],0.947989059549814,-0.0455318239265819,lateralorbitofrontal_rh_knee_cf_alpha
lingual_lh_knee_cf_alpha,0.9907539106447047,6.598464211970451e-06,0.1079210875650129,-0.3580504486713667,[2507.56492754],[2703.71480952],0.9392718464653422,0.3416507466496064,lingual_lh_knee_cf_alpha
lingual_rh_knee_cf_alpha,0.9933244881580374,0.0002033157048928,0.0237101009618611,-0.3373479949006741,[2498.71384081],[2694.62206369],0.9387606112316794,0.3037975981822491,lingual_rh_knee_cf_alpha
medialorbitofrontal_lh_knee_cf_alpha,0.9801232686043256,1.790802841738273e-09,0.0486176995763122,-0.1371114280717651,[2334.28979096],[2524.84524965],0.962368848205905,-0.023996403138826,medialorbitofrontal_lh_knee_cf_alpha
medialorbitofrontal_rh_knee_cf_alpha,0.97873987017938,9.452213100990342e-10,-0.0317236186150604,-0.3787473541565691,[2247.10827513],[2436.68169864],0.963312583767168,-0.0258373869252213,medialorbitofrontal_rh_knee_cf_alpha
middletemporal_lh_knee_cf_alpha,0.9661912647229132,1.122335512924738e-13,-0.2213406059782978,-0.4696845829898373,[2420.28860946],[2612.78236792],0.958194464792828,-0.0229627585114606,middletemporal_lh_knee_cf_alpha
middletemporal_rh_knee_cf_alpha,0.9717192333558816,2.1622566269178128e-12,-0.1436889877269679,0.0256513509352536,[2485.10649398],[2678.12489934],0.951369111228487,-0.0236837937997538,middletemporal_rh_knee_cf_alpha
paracentral_lh_knee_cf_alpha,0.9919717457521114,3.0732099810661014e-05,0.1069258733171023,-0.2447224233144709,[2399.35133362],[2595.50119461],1.0057410702953562,0.9016648442117496,paracentral_lh_knee_cf_alpha
paracentral_rh_knee_cf_alpha,0.9923122936791782,4.48828944027651e-05,0.1493660184820363,-0.1627911915258377,[2434.08692901],[2630.51695786],0.9948459734463336,1.005296973920567,paracentral_rh_knee_cf_alpha
parahippocampal_lh_knee_cf_alpha,0.96621668632167,2.1390707954101642e-14,-0.2229410188926391,-0.3446971699558183,[2633.13075523],[2829.07939056],0.9510096105976932,-0.0288722578019178,parahippocampal_lh_knee_cf_alpha
parahippocampal_rh_knee_cf_alpha,0.9635412765310962,8.083658951896057e-15,-0.3249327022235728,-0.0983998351998654,[2561.22785738],[2756.19577352],0.9419571807890528,-0.0403955447528048,parahippocampal_rh_knee_cf_alpha
parsopercularis_rh_knee_cf_alpha,0.9688261858141662,2.601280062031188e-12,-0.1794520965213145,-0.6773668516500311,[2226.44609817],[2415.25486547],0.9820572664171536,-0.0050552391577942,parsopercularis_rh_knee_cf_alpha
parsorbitalis_lh_knee_cf_alpha,0.9732691984793804,1.5632896841816378e-11,0.0623032274172263,-0.2136373269124281,[2331.94290323],[2522.63662741],0.9675677677537748,-0.0166705813697779,parsorbitalis_lh_knee_cf_alpha
parsorbitalis_rh_knee_cf_alpha,0.9740160657719166,4.4218300563427e-11,0.0276320083007076,-0.3664039415869733,[2242.01151153],[2431.3475476],0.9679165671732836,-0.0191841287621271,parsorbitalis_rh_knee_cf_alpha
parstriangularis_lh_knee_cf_alpha,0.9777367797022029,1.1081780653179198e-09,0.0258884337487664,-0.0528970903042438,[2172.09964731],[2359.43407521],0.9627760918568046,-0.0238151416668607,parstriangularis_lh_knee_cf_alpha
parstriangularis_rh_knee_cf_alpha,0.970540661589311,8.825453807648053e-12,-0.0274029132877524,-0.3575490699751591,[2175.82684178],[2364.0522987],0.9674096352475192,-0.0210633135542374,parstriangularis_rh_knee_cf_alpha
pericalcarine_lh_knee_cf_alpha,0.9934047458576116,0.0002175024643311,0.0094064161479092,-0.3819130115911617,[2428.30030038],[2624.40995276],0.9236142093860156,0.4461160765762123,pericalcarine_lh_knee_cf_alpha
pericalcarine_rh_knee_cf_alpha,0.9932173921369672,0.0001454957859841,0.049086823871115,-0.2982181577340634,[2465.00987522],[2661.71816783],0.9311275044870442,0.5057134032153927,pericalcarine_rh_knee_cf_alpha
postcentral_lh_knee_cf_alpha,0.9843133651562638,1.025691216581335e-08,0.1984177469229088,-0.0298711551204786,[2399.78219405],[2594.99746062],1.007723393388215,0.7585346891051034,postcentral_lh_knee_cf_alpha
postcentral_rh_knee_cf_alpha,0.9834967570880552,5.236116213113744e-09,0.1657167871394785,0.0249042143992141,[2448.06501969],[2643.11563278],0.9840130419138668,0.2290304543996777,postcentral_rh_knee_cf_alpha
posteriorcingulate_lh_knee_cf_alpha,0.952434224118848,1.5750560774306518e-17,-0.5152254768270137,0.6028258124199226,[2815.02018419],[3011.60933767],0.9898446447672764,0.0185061072429462,posteriorcingulate_lh_knee_cf_alpha
posteriorcingulate_rh_knee_cf_alpha,0.9766292931219456,1.2108809725825451e-11,-0.1034883997857377,-0.0149687847835791,[2625.25954698],[2821.80913251],0.963056433995606,-0.0254665886732725,posteriorcingulate_rh_knee_cf_alpha
precentral_lh_knee_cf_alpha,0.9897985077006384,2.6097675684363347e-06,0.1116401766491442,-0.2858473511294788,[2355.55406427],[2550.97454017],1.0114077908046295,0.7918898930615643,precentral_lh_knee_cf_alpha
precentral_rh_knee_cf_alpha,0.9911246454976964,1.113539279680864e-05,0.1405011895154408,-0.2006621688509735,[2364.46759836],[2560.37579687],0.9926493950612084,0.6701059130149473,precentral_rh_knee_cf_alpha
precuneus_lh_knee_cf_alpha,0.9937875553959556,0.0003160116145114,0.0947504813191153,-0.2466257292598883,[2379.84498181],[2576.75075726],0.936793558364002,0.5289352701290961,precuneus_lh_knee_cf_alpha
precuneus_rh_knee_cf_alpha,0.9954470117872546,0.0041117094302873,0.0075341396924829,-0.2401012959501272,[2345.12738916],[2541.95422051],0.9411702466270948,0.8727040777212485,precuneus_rh_knee_cf_alpha
rostralanteriorcingulate_lh_knee_cf_alpha,0.9851667974892506,7.641361709607852e-08,0.0131982440013627,0.0717588710024732,[2429.8902798],[2621.53922616],0.966669152585914,-0.0269649845620685,rostralanteriorcingulate_lh_knee_cf_alpha
rostralanteriorcingulate_rh_knee_cf_alpha,0.9781244450295256,2.2254376173124274e-10,-0.0002333117819148,-0.0752698912170091,[2455.98970437],[2648.12986933],0.9720785795120104,-0.0106353815900311,rostralanteriorcingulate_rh_knee_cf_alpha
rostralmiddlefrontal_lh_knee_cf_alpha,0.9758686558204426,2.5510005431542736e-10,0.0755699153996321,-0.0104899125541639,[2229.30374761],[2417.23448127],0.9636393220252284,-0.0299345322599623,rostralmiddlefrontal_lh_knee_cf_alpha
rostralmiddlefrontal_rh_knee_cf_alpha,0.980507135713122,8.074864017145324e-09,0.042834679832628,-0.0602690951418165,[2226.61048071],[2413.84475353],0.9779559799580144,-0.0116339949533645,rostralmiddlefrontal_rh_knee_cf_alpha
superiorfrontal_lh_knee_cf_alpha,0.9819620930951066,2.114248839312812e-09,-0.0451548446058874,0.1566218045053728,[2596.32006965],[2790.2826831],0.9716186495181216,-0.0087557734455234,superiorfrontal_lh_knee_cf_alpha
superiorfrontal_rh_knee_cf_alpha,0.9879518090996152,9.886993857386093e-07,-0.0703769911552518,0.1252846729226107,[2495.62321605],[2687.58552374],0.968640648809011,-0.0118599660191594,superiorfrontal_rh_knee_cf_alpha
superiorparietal_lh_knee_cf_alpha,0.9918652879436136,2.268057471339885e-05,0.133343683694033,-0.1368027106710485,[2417.51421446],[2614.30153269],0.9588138804771104,0.7921733513580028,superiorparietal_lh_knee_cf_alpha
