marker,mean,std,source
superiortemporal_rh_alpha_connectivity,0.3552042414,0.0142371653,regression exacte (residu < 1e-14)
superiortemporal_rh_alpha_entropy,0.5737112713,0.0021989742,regression exacte (residu < 1e-14)
superiortemporal_rh_alpha_periodic,0.035659754,0.1251919593,regression exacte (residu < 1e-14)
superiortemporal_rh_beta_connectivity,0.3470675173,0.0064764697,regression exacte (residu < 1e-14)
superiortemporal_rh_beta_entropy,0.7212853727,0.005032253,regression exacte (residu < 1e-14)
superiortemporal_rh_beta_periodic,0.0344410452,0.042889214,regression exacte (residu < 1e-14)
superiortemporal_rh_delta_connectivity,0.3319953824,0.0226218734,regression exacte (residu < 1e-14)
superiortemporal_rh_delta_entropy,0.4589394305,0.0010966191,regression exacte (residu < 1e-14)
superiortemporal_rh_delta_periodic,0.2249499572,0.1574836302,regression exacte (residu < 1e-14)
superiortemporal_rh_exponent,0.7901469323,0.2998356586,regression exacte (residu < 1e-14)
superiortemporal_rh_gamma_connectivity,0.3496642024,0.0090091727,regression exacte (residu < 1e-14)
superiortemporal_rh_gamma_entropy,0.8481299135,0.0016926755,regression exacte (residu < 1e-14)
superiortemporal_rh_gamma_periodic,0.0982326654,0.0581173691,regression exacte (residu < 1e-14)
superiortemporal_rh_theta_connectivity,0.33039467,0.0113132373,regression exacte (residu < 1e-14)
superiortemporal_rh_theta_entropy,0.5154889529,0.0019534883,regression exacte (residu < 1e-14)
superiortemporal_rh_theta_periodic,0.0579571628,0.1132779186,regression exacte (residu < 1e-14)
supramarginal_lh_all_connectivity,0.3457454675,0.006183181,regression exacte (residu < 1e-14)
supramarginal_lh_all_entropy,0.7852372378,0.0148266929,regression exacte (residu < 1e-14)
supramarginal_lh_all_periodic,0.068491031,0.0274965559,regression exacte (residu < 1e-14)
supramarginal_lh_alpha_connectivity,0.3586948285,0.0176030192,regression exacte (residu < 1e-14)
supramarginal_lh_alpha_entropy,0.5736117195,0.0030428897,regression exacte (residu < 1e-14)
supramarginal_lh_alpha_periodic,0.1373433535,0.1643828232,regression exacte (residu < 1e-14)
supramarginal_lh_beta_connectivity,0.3458925613,0.0060121262,regression exacte (residu < 1e-14)
supramarginal_lh_beta_entropy,0.7183920055,0.0053594537,regression exacte (residu < 1e-14)
supramarginal_lh_beta_periodic,0.0371376086,0.0436799378,regression exacte (residu < 1e-14)
supramarginal_lh_delta_connectivity,0.3296013579,0.022422106,regression exacte (residu < 1e-14)
supramarginal_lh_delta_entropy,0.4592109102,0.0010974533,regression exacte (residu < 1e-14)
supramarginal_lh_delta_periodic,0.1357884558,0.127750688,regression exacte (residu < 1e-14)
supramarginal_lh_exponent,0.9227766397,0.3039679561,regression exacte (residu < 1e-14)
supramarginal_lh_gamma_connectivity,0.3476877018,0.0080658733,regression exacte (residu < 1e-14)
supramarginal_lh_gamma_entropy,0.8476693766,0.001609649,regression exacte (residu < 1e-14)
supramarginal_lh_gamma_periodic,0.0711569092,0.0517973922,regression exacte (residu < 1e-14)
supramarginal_lh_theta_connectivity,0.3288131214,0.0108375583,regression exacte (residu < 1e-14)
supramarginal_lh_theta_entropy,0.5158669463,0.0021112151,regression exacte (residu < 1e-14)
supramarginal_lh_theta_periodic,0.0638200552,0.1020642055,regression exacte (residu < 1e-14)
supramarginal_rh_all_connectivity,0.3461746959,0.0067462624,regression exacte (residu < 1e-14)
supramarginal_rh_all_entropy,0.7912765996,0.0129825538,regression exacte (residu < 1e-14)
supramarginal_rh_all_periodic,0.0672598503,0.0281392693,regression exacte (residu < 1e-14)
supramarginal_rh_alpha_connectivity,0.356544941,0.0157651255,regression exacte (residu < 1e-14)
supramarginal_rh_alpha_entropy,0.5738394789,0.0026325905,regression exacte (residu < 1e-14)
supramarginal_rh_alpha_periodic,0.0728530795,0.1371368587,regression exacte (residu < 1e-14)
supramarginal_rh_beta_connectivity,0.3463350337,0.0064769896,regression exacte (residu < 1e-14)
supramarginal_rh_beta_entropy,0.7196609901,0.005190697,regression exacte (residu < 1e-14)
supramarginal_rh_beta_periodic,0.0350455107,0.0428657447,regression exacte (residu < 1e-14)
supramarginal_rh_delta_connectivity,0.3310265516,0.0222735736,regression exacte (residu < 1e-14)
supramarginal_rh_delta_entropy,0.4590531432,0.0010892054,regression exacte (residu < 1e-14)
supramarginal_rh_delta_periodic,0.1770561635,0.1331928042,regression exacte (residu < 1e-14)
supramarginal_rh_exponent,0.8010888117,0.3169432795,regression exacte (residu < 1e-14)
supramarginal_rh_gamma_connectivity,0.3487553954,0.0090250904,regression exacte (residu < 1e-14)
supramarginal_rh_gamma_entropy,0.8480498156,0.0018334539,regression exacte (residu < 1e-14)
supramarginal_rh_gamma_periodic,0.0877198412,0.0563052252,regression exacte (residu < 1e-14)
supramarginal_rh_theta_connectivity,0.3284440137,0.010957782,regression exacte (residu < 1e-14)
supramarginal_rh_theta_entropy,0.5156969729,0.0020272099,regression exacte (residu < 1e-14)
supramarginal_rh_theta_periodic,0.0461420736,0.0993776035,regression exacte (residu < 1e-14)
temporalpole_lh_all_connectivity,0.3471405404,0.0072152664,regression exacte (residu < 1e-14)
temporalpole_lh_all_entropy,0.7921358791,0.0103737986,regression exacte (residu < 1e-14)
temporalpole_lh_all_periodic,0.0713732698,0.0316657708,regression exacte (residu < 1e-14)
temporalpole_lh_alpha_connectivity,0.356416235,0.0150838368,regression exacte (residu < 1e-14)
temporalpole_lh_alpha_entropy,0.5734544373,0.0021436875,regression exacte (residu < 1e-14)
temporalpole_lh_alpha_periodic,0.0447591782,0.1279104519,regression exacte (residu < 1e-14)
temporalpole_lh_beta_connectivity,0.3474093647,0.0066925987,regression exacte (residu < 1e-14)
temporalpole_lh_beta_entropy,0.7217188628,0.0050533493,regression exacte (residu < 1e-14)
temporalpole_lh_beta_periodic,0.0304072878,0.0414077859,regression exacte (residu < 1e-14)
temporalpole_lh_delta_connectivity,0.3318510101,0.024087255,regression exacte (residu < 1e-14)
temporalpole_lh_delta_entropy,0.458857113,0.0010304601,regression exacte (residu < 1e-14)
temporalpole_lh_delta_periodic,0.2312326973,0.1629555573,regression exacte (residu < 1e-14)
temporalpole_lh_exponent,0.8768267554,0.2904494312,regression exacte (residu < 1e-14)
temporalpole_lh_gamma_connectivity,0.3490033417,0.0084490434,regression exacte (residu < 1e-14)
temporalpole_lh_gamma_entropy,0.8478665768,0.0014919749,regression exacte (residu < 1e-14)
temporalpole_lh_gamma_periodic,0.0997101372,0.0611817564,regression exacte (residu < 1e-14)
temporalpole_lh_theta_connectivity,0.3318718044,0.0120655805,regression exacte (residu < 1e-14)
temporalpole_lh_theta_entropy,0.5152455713,0.0019658915,regression exacte (residu < 1e-14)
temporalpole_lh_theta_periodic,0.077156782,0.1209112966,regression exacte (residu < 1e-14)
temporalpole_rh_all_connectivity,0.3468977491,0.006874789,regression exacte (residu < 1e-14)
temporalpole_rh_all_entropy,0.7912369123,0.0105764142,regression exacte (residu < 1e-14)
temporalpole_rh_all_periodic,0.0728469908,0.0330147606,regression exacte (residu < 1e-14)
temporalpole_rh_alpha_connectivity,0.3563234199,0.0153060734,regression exacte (residu < 1e-14)
temporalpole_rh_alpha_entropy,0.5735537772,0.002237124,regression exacte (residu < 1e-14)
temporalpole_rh_alpha_periodic,0.0538913091,0.1337265256,regression exacte (residu < 1e-14)
temporalpole_rh_beta_connectivity,0.3472400489,0.0064654642,regression exacte (residu < 1e-14)
temporalpole_rh_beta_entropy,0.721212202,0.0052642687,regression exacte (residu < 1e-14)
temporalpole_rh_beta_periodic,0.0328274492,0.0408618764,regression exacte (residu < 1e-14)
temporalpole_rh_delta_connectivity,0.3306511844,0.0234202774,regression exacte (residu < 1e-14)
temporalpole_rh_delta_entropy,0.458960529,0.0010749043,regression exacte (residu < 1e-14)
temporalpole_rh_delta_periodic,0.2196873223,0.1631204287,regression exacte (residu < 1e-14)
temporalpole_rh_exponent,0.8864900488,0.276764345,regression exacte (residu < 1e-14)
temporalpole_rh_gamma_connectivity,0.3490186687,0.0086304135,regression exacte (residu < 1e-14)
temporalpole_rh_gamma_entropy,0.8477245052,0.0015540315,regression exacte (residu < 1e-14)
temporalpole_rh_gamma_periodic,0.0972725074,0.0618502422,regression exacte (residu < 1e-14)
temporalpole_rh_theta_connectivity,0.3314231283,0.0117595246,regression exacte (residu < 1e-14)
temporalpole_rh_theta_entropy,0.51540315,0.0019956245,regression exacte (residu < 1e-14)
temporalpole_rh_theta_periodic,0.0803066538,0.1216047967,regression exacte (residu < 1e-14)
transversetemporal_lh_all_connectivity,0.3472547539,0.0069778595,regression exacte (residu < 1e-14)
transversetemporal_lh_all_entropy,0.7957940653,0.0119779655,regression exacte (residu < 1e-14)
transversetemporal_lh_all_periodic,0.07403564,0.0307595288,regression exacte (residu < 1e-14)
transversetemporal_lh_alpha_connectivity,0.3551919612,0.0146954022,regression exacte (residu < 1e-14)
transversetemporal_lh_alpha_entropy,0.5738191058,0.0025014432,regression exacte (residu < 1e-14)
transversetemporal_lh_alpha_periodic,0.0184278641,0.123946102,regression exacte (residu < 1e-14)
transversetemporal_lh_beta_connectivity,0.3475954574,0.0072627355,regression exacte (residu < 1e-14)
transversetemporal_lh_beta_entropy,0.7220099556,0.0054253403,regression exacte (residu < 1e-14)
transversetemporal_lh_beta_periodic,0.0456769858,0.0501841971,regression exacte (residu < 1e-14)
transversetemporal_lh_delta_connectivity,0.3306011929,0.0224400897,regression exacte (residu < 1e-14)
transversetemporal_lh_delta_entropy,0.459012486,0.0010761106,regression exacte (residu < 1e-14)
transversetemporal_lh_delta_periodic,0.2423926696,0.156847325,regression exacte (residu < 1e-14)
transversetemporal_lh_exponent,0.6409943375,0.3721180022,regression exacte (residu < 1e-14)
transversetemporal_lh_gamma_connectivity,0.3504178304,0.0096471948,regression exacte (residu < 1e-14)
transversetemporal_lh_gamma_entropy,0.84841314,0.0018600623,regression exacte (residu < 1e-14)
transversetemporal_lh_gamma_periodic,0.1015789834,0.0593481769,regression exacte (residu < 1e-14)
transversetemporal_lh_theta_connectivity,0.3304707764,0.0111169418,regression exacte (residu < 1e-14)
transversetemporal_lh_theta_entropy,0.5155491656,0.0020078162,regression exacte (residu < 1e-14)
transversetemporal_lh_theta_periodic,0.0527989024,0.1167271972,regression exacte (residu < 1e-14)
transversetemporal_rh_all_connectivity,0.3470119982,0.0069280668,regression exacte (residu < 1e-14)
transversetemporal_rh_all_entropy,0.7947866286,0.0124826307,regression exacte (residu < 1e-14)
transversetemporal_rh_all_periodic,0.0725726199,0.0301844516,regression exacte (residu < 1e-14)
transversetemporal_rh_alpha_connectivity,0.3550975059,0.0145546574,regression exacte (residu < 1e-14)
transversetemporal_rh_alpha_entropy,0.5739840513,0.0024171193,regression exacte (residu < 1e-14)
transversetemporal_rh_alpha_periodic,0.0234626119,0.1290340911,regression exacte (residu < 1e-14)
transversetemporal_rh_beta_connectivity,0.3471863246,0.0067478032,regression exacte (residu < 1e-14)
transversetemporal_rh_beta_entropy,0.7212023394,0.005557708,regression exacte (residu < 1e-14)
transversetemporal_rh_beta_periodic,0.0473309275,0.0514676208,regression exacte (residu < 1e-14)
transversetemporal_rh_delta_connectivity,0.3314611251,0.022481222,regression exacte (residu < 1e-14)
transversetemporal_rh_delta_entropy,0.4590109553,0.0010915003,regression exacte (residu < 1e-14)
transversetemporal_rh_delta_periodic,0.2293191749,0.1545097782,regression exacte (residu < 1e-14)
transversetemporal_rh_exponent,0.6639330127,0.3593592905,regression exacte (residu < 1e-14)
transversetemporal_rh_gamma_connectivity,0.3500409778,0.0092513073,regression exacte (residu < 1e-14)
transversetemporal_rh_gamma_entropy,0.8483568778,0.0019601572,regression exacte (residu < 1e-14)
transversetemporal_rh_gamma_periodic,0.0960895226,0.0572240847,regression exacte (residu < 1e-14)
transversetemporal_rh_theta_connectivity,0.3298441722,0.01117734,regression exacte (residu < 1e-14)
transversetemporal_rh_theta_entropy,0.515617654,0.0019833129,regression exacte (residu < 1e-14)
transversetemporal_rh_theta_periodic,0.0475724532,0.1132693357,regression exacte (residu < 1e-14)
